재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기,Unnamed: 15
"재무상태표, 유동/비유동법-별도재무제표",[138360],에이씨티,코스닥시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,entity00808068_udf_BS_20158517235137_NoncurrentAssets,      무형자산,"398,880,063","398,880,063",,
"재무상태표, 유동/비유동법-별도재무제표",[138360],에이씨티,코스닥시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[138360],에이씨티,코스닥시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[015260],에이엔피,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[015260],에이엔피,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[015260],에이엔피,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[035290],에이원앤,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[035290],에이원앤,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[035290],에이원앤,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[028300],에이치엘비,코스닥시장상장법인,311,선박 및 보트 건조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[028300],에이치엘비,코스닥시장상장법인,311,선박 및 보트 건조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[028300],에이치엘비,코스닥시장상장법인,311,선박 및 보트 건조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,entity00365590_udf_BS_2016316152632219_CurrentAssets,      당긴손익인식금융자산,"6,502,489,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_Inventories,      재고자산,,"562,873,171",,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_OtherNoncurrentNonfinancialAssets,      기타비유동비금융자산,,,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_DeferredTaxAssets,      이연법인세자산,,,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates,"      종속기업, 조인트벤처와 관계기업에 대한 투자자산","3,355,960,145","7,870,062,400",,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      유동성사채,,,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_NoncurrentPayables,      사채,,,,
"재무상태표, 유동/비유동법-별도재무제표",[067630],에이치엘비생명과학,코스닥시장상장법인,721,"건축기술, 엔지니어링 및 관련기술 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxAssets,      당기법인세자산,"142,374,841",,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,dart_CurrentFinancialAssetsHeldToMaturity,         유동만기보유금융자산,,,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates,      종속기업투자,,,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,entity00235183_udf_BS_201511292449570_CurrentLiabilities,      당기손익인식금융부채,"498,267,262",,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherNoncurrentFinancialLiabilities,      기타비유동금융부채,"46,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[044780],에이치케이,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[071670],에이테크솔루션,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[071670],에이테크솔루션,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[071670],에이테크솔루션,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,entity00384887_udf_BS_201532493022461_CurrentLiabilities,      파생상품부채,0,"2,262,000",,
"재무상태표, 유동/비유동법-별도재무제표",[071670],에이테크솔루션,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[045660],에이텍,코스닥시장상장법인,263,컴퓨터 및 주변장치 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[045660],에이텍,코스닥시장상장법인,263,컴퓨터 및 주변장치 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[045660],에이텍,코스닥시장상장법인,263,컴퓨터 및 주변장치 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentAssets,   유동자산,"19,121,435,307",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CashAndCashEquivalents,      현금및현금성자산,"10,709,737,362",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_TradeAndOtherCurrentReceivables,      매출채권 및 기타채권,"3,813,375,402",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_Inventories,      재고자산,"1,514,839,337",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherCurrentFinancialAssets,      기타금융자산,"1,500,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherCurrentNonfinancialAssets,      기타유동자산,"1,583,483,206",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_NoncurrentAssets,   비유동자산,"13,707,268,955",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherNoncurrentNonfinancialAssets,      비유동매도가능금융자산,"9,906,642,013",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_PropertyPlantAndEquipment,      유형자산,"937,876,077",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_IntangibleAssetsOtherThanGoodwill,      무형자산,"790,180,940",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,entity01099861_udf_BS_2016224132340300_NoncurrentAssets,      기타의비유동자산,"7,802,378",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherNoncurrentFinancialAssets,      기타비유동금융자산,"1,874,550,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_DeferredTaxAssets,      이연법인세자산,"190,217,547",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_Assets,   자산총계,"32,828,704,262",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentLiabilities,   유동부채,"3,590,641,111",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_TradeAndOtherCurrentPayables,      매입채무 및 기타채무,"2,984,645,799",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"252,822,654",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherCurrentFinancialLiabilities,      기타유동부채,"353,172,658",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_NoncurrentLiabilities,   비유동부채,"241,322,857",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_PostemploymentBenefitObligations,      퇴직급여채무,"31,660,414",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"209,662,443",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_Liabilities,   부채총계,"3,831,963,968",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_ContributedEquity,   납입자본,"27,979,582,539",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_IssuedCapital,      자본금,"2,670,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_IssuedCapitalOfCommonStock,         보통주자본금,"2,670,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_SharePremium,      주식발행초과금,"25,309,582,539",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,   기타자본구성요소,"-14,055,289",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_TreasuryShares,      자기주식,"14,055,289",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_RetainedEarnings,   이익잉여금(결손금),"1,031,213,044",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_RetainedEarningsBeforeAppropriationsAccumulatedDeficitBeforeDisposition,      미처분이익잉여금(미처리결손금),"1,031,213,044",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_Equity,   자본총계,"28,996,740,294",,,
"재무상태표, 유동/비유동법-별도재무제표",[224110],에이텍티앤,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAndLiabilities,자본과부채총계,"32,828,704,262",,,
"재무상태표, 유동/비유동법-별도재무제표",[021080],에이티넘인베스트,코스닥시장상장법인,642,투자기관,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[021080],에이티넘인베스트,코스닥시장상장법인,642,투자기관,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[021080],에이티넘인베스트,코스닥시장상장법인,642,투자기관,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[089530],에이티세미콘,코스닥시장상장법인,261,반도체 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[089530],에이티세미콘,코스닥시장상장법인,261,반도체 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[089530],에이티세미콘,코스닥시장상장법인,261,반도체 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[182400],에이티젠,코스닥시장상장법인,211,기초 의약물질 및 생물학적 제제 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[182400],에이티젠,코스닥시장상장법인,211,기초 의약물질 및 생물학적 제제 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[182400],에이티젠,코스닥시장상장법인,211,기초 의약물질 및 생물학적 제제 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[073570],에이티테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[073570],에이티테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_InvestmentAccountedForUsingEquityMethod,      지분법적용 투자지분,,"13,602,996,471",,
"재무상태표, 유동/비유동법-별도재무제표",[073570],에이티테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_InvestmentProperty,      투자부동산,,,,
"재무상태표, 유동/비유동법-별도재무제표",[073570],에이티테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[073570],에이티테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherCurrentFinancialLiabilities,      기타유동금융부채,,,,
"재무상태표, 유동/비유동법-별도재무제표",[073570],에이티테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"117,885,010",,,
"재무상태표, 유동/비유동법-별도재무제표",[073570],에이티테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[043580],에임하이,코스닥시장상장법인,468,상품 종합 도매업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[043580],에임하이,코스닥시장상장법인,468,상품 종합 도매업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[043580],에임하이,코스닥시장상장법인,468,상품 종합 도매업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[214870],에치디프로,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[214870],에치디프로,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[214870],에치디프로,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,entity00820389_udf_BS_2016325183428981_NoncurrentLiabilities,      상환전환우선주부채,"1,576,879,280",,,
"재무상태표, 유동/비유동법-별도재무제표",[214870],에치디프로,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,,"40,840,207",,
"재무상태표, 유동/비유동법-별도재무제표",[214870],에치디프로,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[214870],에치디프로,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_IssuedCapitalOfPreferredStock,         우선주자본금,"22,500,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[214870],에치디프로,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,entity00820389_udf_BS_201632517542873_EquityAbstract,   자본잉여금,"11,517,935,630",,,
"재무상태표, 유동/비유동법-별도재무제표",[038870],에코에너지,코스닥시장상장법인,422,건물설비 설치 공사업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[038870],에코에너지,코스닥시장상장법인,422,건물설비 설치 공사업,12,2015-12-31,사업보고서,KRW,entity00287812_udf_BS_2016321182440152_CurrentAssets,      단기금융상품,"56,324,275",,,
"재무상태표, 유동/비유동법-별도재무제표",[038870],에코에너지,코스닥시장상장법인,422,건물설비 설치 공사업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[038870],에코에너지,코스닥시장상장법인,422,건물설비 설치 공사업,12,2015-12-31,사업보고서,KRW,entity00287812_udf_BS_201632415429206_NoncurrentLiabilities,      공사손실충당부채,"152,437,160",,,
"재무상태표, 유동/비유동법-별도재무제표",[038870],에코에너지,코스닥시장상장법인,422,건물설비 설치 공사업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[086520],에코프로,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[086520],에코프로,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[086520],에코프로,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxLiabilities,      당기법인세부채,"154,327,713",,,
"재무상태표, 유동/비유동법-별도재무제표",[086520],에코프로,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[038110],에코플라스틱,코스닥시장상장법인,303,자동차 부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[038110],에코플라스틱,코스닥시장상장법인,303,자동차 부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[038110],에코플라스틱,코스닥시장상장법인,303,자동차 부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[073540],에프알텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[073540],에프알텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,entity00442561_udf_BS_2014826111822529_NoncurrentAssets,      관계회사 투자,"1,539,510,640","1,452,415,000",,
"재무상태표, 유동/비유동법-별도재무제표",[073540],에프알텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[073540],에프알텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,dart_ShortTermBorrowings,      단기차입금,"500,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[073540],에프알텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentPortionOfLongtermBorrowings,      유동성장기차입금,"203,666,666",,,
"재무상태표, 유동/비유동법-별도재무제표",[073540],에프알텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,0,"173,058,366",,
"재무상태표, 유동/비유동법-별도재무제표",[073540],에프알텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[036810],에프에스티,코스닥시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[036810],에프에스티,코스닥시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[036810],에프에스티,코스닥시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxLiabilities,      당기법인세부채,"1,225,880,369","125,861,872",,
"재무상태표, 유동/비유동법-별도재무제표",[036810],에프에스티,코스닥시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,entity00223434_udf_BS_20155781046271_CurrentLiabilities,      미지급배당금,,,,
