,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기
37278,[253450],스튜디오드래곤,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2019-12-31,사업보고서,KRW,entity01168684_udf_BS_201832211403290_NoncurrentAssets,무형자산,233142290000.0
37279,[253450],스튜디오드래곤,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2019-12-31,사업보고서,KRW,entity01168684_udf_BS_20203191127477_NoncurrentAssets,순확정급여자산,333913340.0
37285,[253450],스튜디오드래곤,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2019-12-31,사업보고서,KRW,entity01168684_udf_BS_2018322114214165_CurrentLiabilities,매입채무,18423572000.0
37288,[253450],스튜디오드래곤,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2019-12-31,사업보고서,KRW,entity01168684_udf_BS_2020227145919804_CurrentLiabilities,유동성장기사채,0.0
37290,[253450],스튜디오드래곤,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2019-12-31,사업보고서,KRW,entity01168684_udf_BS_201988144216824_CurrentLiabilities,기타의유동금융부채,1991633800.0
37291,[253450],스튜디오드래곤,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2019-12-31,사업보고서,KRW,entity01168684_udf_BS_201832211474874_CurrentLiabilities,기타의유동부채,2891388000.0
37294,[253450],스튜디오드래곤,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2019-12-31,사업보고서,KRW,entity01168684_udf_BS_2018322114835150_NoncurrentLiabilities,기타의비유동부채,217808850.0
37310,[013810],스페코,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00136165_udf_BS_20171110132533473_CurrentAssets,기타수취채권,593641860.0
37321,[013810],스페코,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00136165_udf_BS_201711101461399_NoncurrentAssets,기타수취채권,208785230.0
37337,[013810],스페코,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00136165_udf_BS_2018322154857458_CurrentLiabilities,손해배상충당부채,1221503700.0
37514,[025320],시노펙스,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00203023_udf_BS_20194116141361_NoncurrentAssets,당기손익-공정가치금융자산,0.0
37693,[029530],신도리코,유가증권시장상장법인,263,컴퓨터 및 주변장치 제조업,12,2019-12-31,사업보고서,KRW,entity00135795_udf_BS_20171191189953_CurrentLiabilities,매각예정부채,
37705,[029530],신도리코,유가증권시장상장법인,263,컴퓨터 및 주변장치 제조업,12,2019-12-31,사업보고서,KRW,entity00135795_udf_BS_201711911013420_EquityAttributableToOwnersOfParent,기타불입자본,103455695000.0
37714,[004970],신라교역,유가증권시장상장법인,31,어로 어업,12,2019-12-31,사업보고서,KRW,entity00135962_udf_BS_202022814338197_CurrentAssets,당기손익인식금융자산,0.0
37724,[004970],신라교역,유가증권시장상장법인,31,어로 어업,12,2019-12-31,사업보고서,KRW,entity00135962_udf_BS_2020228143624679_NoncurrentAssets,매도가능금융자산,0.0
37736,[004970],신라교역,유가증권시장상장법인,31,어로 어업,12,2019-12-31,사업보고서,KRW,entity00135962_udf_BS_2020228135920856_NoncurrentAssets,매각예정비유동자산,40820007000.0
37743,[004970],신라교역,유가증권시장상장법인,31,어로 어업,12,2019-12-31,사업보고서,KRW,entity00135962_udf_BS_2018511183754467_CurrentLiabilities,계약부채,1648640100.0
37805,[215600],신라젠,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2019-12-31,사업보고서,KRW,entity00919966_udf_BS_2020324165356452_CurrentAssets,당기손익인식금융자산,
37896,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2017111015342441_CurrentAssets,계약자산,20208595000.0
37897,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_202031615858853_CurrentAssets,당기손익공정가치금융자산,17128000000.0
37899,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_20171110153531290_CurrentAssets,기타금융자산,3614305000.0
37903,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_201911892034440_NoncurrentAssets,매출채권및기타채권,3286983200.0
37905,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2018510171427519_NoncurrentAssets,당기손익-공정가치금융자산,21966938000.0
37906,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_202031718341676_NoncurrentAssets,매도가능금융자산,0.0
37908,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2018510171342543_NoncurrentAssets,기타포괄손익-공정가치금융자산,19051200000.0
37909,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2019510154529734_NoncurrentAssets,관계기업투자,7230252500.0
37912,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2019510162922658_NoncurrentAssets,무형자산,10079366000.0
37913,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_20171110154318448_NoncurrentAssets,기타금융자산,1196047200.0
37919,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2018326111545541_CurrentLiabilities,계약부채,21610280000.0
37927,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2018117134222328_NoncurrentLiabilities,매입채무및기타부채,825567000.0
37935,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_201811713479537_EquityAbstract,지배주주지분,122241890000.0
37937,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_2018117141659460_udf_BS_201811713479537_EquityAbstract,기타불입자본,124794480000.0
37938,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00136271_udf_BS_201811714178186_udf_BS_201811713479537_EquityAbstract,결손금,-63358448000.0
37982,[005390],신성통상,유가증권시장상장법인,467,기타 전문 도매업,6,2019-06-30,사업보고서,KRW,entity00136341_udf_BS_2018919173624794_EquityAttributableToOwnersOfParent,기타적립금,50000000.0
38002,[004170],신세계,유가증권시장상장법인,471,종합 소매업,12,2019-12-31,사업보고서,KRW,entity00136378_udf_BS_2018513172718973_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,328631220000.0
38039,[004170],신세계,유가증권시장상장법인,471,종합 소매업,12,2019-12-31,사업보고서,KRW,entity00136378_udf_BS_2017117193334758_EquityAttributableToOwnersOfParent,기타불입자본,393903180000.0
38050,[031430],신세계인터내셔날,유가증권시장상장법인,474,"섬유, 의복, 신발 및 가죽제품 소매업",12,2019-12-31,사업보고서,KRW,entity00234412_udf_BS_202032094349228_CurrentAssets,당기손익-공정가치측정금융자산,1164300000.0
38060,[031430],신세계인터내셔날,유가증권시장상장법인,474,"섬유, 의복, 신발 및 가죽제품 소매업",12,2019-12-31,사업보고서,KRW,entity00234412_udf_BS_202032095052175_NoncurrentAssets,당기손익-공정가치측정금융자산,9000000000.0
38076,[031430],신세계인터내셔날,유가증권시장상장법인,474,"섬유, 의복, 신발 및 가죽제품 소매업",12,2019-12-31,사업보고서,KRW,entity00234412_udf_BS_2019312142549767_CurrentLiabilities,유동성장기부채,84622680000.0
38181,[006880],신송홀딩스,유가증권시장상장법인,462,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,12,2019-12-31,사업보고서,KRW,entity00136402_udf_BS_201832717251579_CurrentLiabilities,파생금융부채,
38242,[002800],신신제약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00136448_udf_BS_201881011631675_NoncurrentAssets,당기손익-공정가치측정금융자산,81456510.0
38256,[002800],신신제약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00136448_udf_BS_202023174755249_CurrentLiabilities,기타금융부채,146541120.0
38278,[005800],신영와코루,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00136624_udf_BS_20171031195722595_CurrentAssets,기타수취채권,805236160.0
38319,[009270],신원,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00136864_udf_BS_202032419445370_CurrentAssets,유동성장기금융예치금,1734750000.0
38372,[017000],신원종합개발,코스닥시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00136925_udf_BS_20181114173653636_NoncurrentAssets,장기기타채권,8901666000.0
38374,[017000],신원종합개발,코스닥시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00136925_udf_BS_2020323102121585_NoncurrentAssets,매도가능금융자산,0.0
38423,[138070],신진에스엠,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2019-12-31,사업보고서,KRW,entity00577380_udf_BS_201932314243817_NoncurrentAssets,당기손익-공정가치측정금융자산,639464060.0
38424,[138070],신진에스엠,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2019-12-31,사업보고서,KRW,entity00577380_udf_BS_2019323143042260_NoncurrentAssets,관계기업투자주식,312364320.0
38500,[002870],신풍제지,유가증권시장상장법인,171,"펄프, 종이 및 판지 제조업",12,2019-12-31,사업보고서,KRW,entity00137368_udf_BS_2020320144850681_CurrentAssets,당기손익인식금융자산,
38504,[002870],신풍제지,유가증권시장상장법인,171,"펄프, 종이 및 판지 제조업",12,2019-12-31,사업보고서,KRW,entity00137368_udf_BS_2020320164836360_CurrentAssets,매각예정비유동자산,22661726000.0
38571,[005450],신한,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00173740_udf_BS_201986144123303_CurrentLiabilities,지급보증충당부채,0.0
38607,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-03-31,사업보고서,KRW,entity01276594_udf_BS_201921394338438_CurrentLiabilities,기타지급채무,6041911300.0
38610,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-03-31,사업보고서,KRW,entity01276594_udf_BS_201967171137649_CurrentLiabilities,유동성장기임대보증금,31863430.0
38613,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-03-31,사업보고서,KRW,entity01276594_udf_BS_20192139470502_NoncurrentLiabilities,임대보증금,16183762000.0
38619,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-03-31,사업보고서,KRW,entity01276594_udf_BS_201928125537293_EquityAttributableToOwnersOfParent,기타불입자본,226189050000.0
38640,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-09-30,사업보고서,KRW,entity01276594_udf_BS_201921394338438_CurrentLiabilities,기타지급채무,6180979000.0
38643,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-09-30,사업보고서,KRW,entity01276594_udf_BS_201967171137649_CurrentLiabilities,유동성장기임대보증금,1254493300.0
38646,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-09-30,사업보고서,KRW,entity01276594_udf_BS_20192139470502_NoncurrentLiabilities,임대보증금,16317991000.0
38652,[293940],신한알파리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,3,2019-09-30,사업보고서,KRW,entity01276594_udf_BS_201928125537293_EquityAttributableToOwnersOfParent,기타불입자본,226185200000.0
38843,[108320],실리콘웍스,코스닥시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00525934_udf_BS_2018322172351670_CurrentAssets,기타채권,4571715000.0
38849,[108320],실리콘웍스,코스닥시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00525934_udf_BS_201953104016284_NoncurrentAssets,장기투자자산,
38850,[108320],실리콘웍스,코스닥시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00525934_udf_BS_2018322172759641_NoncurrentAssets,비유동기타채권,11551658000.0
38851,[108320],실리콘웍스,코스닥시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00525934_udf_BS_201953104252545_NoncurrentAssets,관계기업투자주식,4295935000.0
38853,[108320],실리콘웍스,코스닥시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00525934_udf_BS_2018322172930120_NoncurrentAssets,무형자산,52680434000.0
38860,[108320],실리콘웍스,코스닥시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00525934_udf_BS_2018322173424673_CurrentLiabilities,기타채무,20522789000.0
38866,[108320],실리콘웍스,코스닥시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00525934_udf_BS_201832217370308_NoncurrentLiabilities,확정급여부채,3979922400.0
39014,[102280],쌍방울,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00681142_udf_BS_201811121173988_CurrentAssets,반환재고회수권,656716900.0
39020,[102280],쌍방울,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00681142_udf_BS_20181030145857701_NoncurrentAssets,관계기업투자주식,85078110000.0
39031,[102280],쌍방울,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00681142_udf_BS_201911111681584_CurrentLiabilities,유동성장기사채,7294409000.0
39032,[102280],쌍방울,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00681142_udf_BS_202031992018796_CurrentLiabilities,리스부채,2278691600.0
39036,[102280],쌍방울,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00681142_udf_BS_201711139293204_CurrentLiabilities,기타충당부채,244074460.0
39038,[102280],쌍방울,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00681142_udf_BS_2018111211154322_CurrentLiabilities,환불부채,1005846100.0
39042,[102280],쌍방울,유가증권시장상장법인,141,봉제의복 제조업,12,2019-12-31,사업보고서,KRW,entity00681142_udf_BS_2018103014465739_NoncurrentLiabilities,장기사채,
39062,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2019-12-31,사업보고서,KRW,entity00138224_udf_BS_2017119234520401_CurrentAssets,기타수취채권,11113144000.0
39066,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2019-12-31,사업보고서,KRW,entity00138224_udf_BS_201988132425777_CurrentAssets,매각예정자산,18372430000.0
39071,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2019-12-31,사업보고서,KRW,entity00138224_udf_BS_2017119234843412_NoncurrentAssets,장기기타수취채권,31811222000.0
39082,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2019-12-31,사업보고서,KRW,entity00138224_udf_BS_201711923548772_CurrentLiabilities,기타지급채무,146016980000.0
39084,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2019-12-31,사업보고서,KRW,entity00138224_udf_BS_2017119235540387_CurrentLiabilities,유동성장기부채,310936200000.0
39091,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2019-12-31,사업보고서,KRW,entity00138224_udf_BS_2017119235843808_NoncurrentLiabilities,장기기타지급채무,17379009000.0
39111,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_201811214542437_CurrentAssets,미수금,3105241600.0
39112,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018112145658355_CurrentAssets,기타수취채권,12224099000.0
39115,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018112145826467_CurrentAssets,기타자산,9013633000.0
39118,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_201811215336429_NoncurrentAssets,기타장기수취채권,38937440000.0
39122,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_201811215811192_NoncurrentAssets,공동기업투자주식,19053780000.0
39131,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018112151853197_CurrentLiabilities,기타지급채무,39493726000.0
39133,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018112152016952_CurrentLiabilities,유동성기타장기종업원급여부채,2078738600.0
39134,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018112152030905_CurrentLiabilities,기타부채,25724193000.0
39139,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018115103617326_NoncurrentLiabilities,기타장기부채,16399791000.0
39140,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018115103625826_NoncurrentLiabilities,순확정급여부채,356155260000.0
39141,[003620],쌍용자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00138242_udf_BS_2018115103635725_NoncurrentLiabilities,기타장기종업원급여부채,14174556000.0
39322,[037760],쎄니트,코스닥시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00239596_udf_BS_2020129142552433_CurrentLiabilities,내재파생상품,0.0
39443,[015540],쎌마테라퓨틱스,유가증권시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00108065_udf_BS_2017118145012939_CurrentAssets,기타채권,3669469400.0
39449,[015540],쎌마테라퓨틱스,유가증권시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00108065_udf_BS_201881312275792_NoncurrentAssets,기타포괄-공정가치측정금융자산,226149360.0
39461,[015540],쎌마테라퓨틱스,유가증권시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00108065_udf_BS_2018813124142372_CurrentLiabilities,기타채무,2888620300.0
39463,[015540],쎌마테라퓨틱스,유가증권시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00108065_udf_BS_2018813123023683_CurrentLiabilities,당기손익-공정가치측정금융부채,1758382000.0
39467,[015540],쎌마테라퓨틱스,유가증권시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00108065_udf_BS_202031817583946_CurrentLiabilities,리스부채,278340320.0
39489,[049960],쎌바이오텍,코스닥시장상장법인,211,기초 의약물질 및 생물학적 제제 제조업,12,2019-12-31,사업보고서,KRW,entity00357430_udf_BS_2018810155316442_CurrentAssets,반품자산,33872236.0
39506,[049960],쎌바이오텍,코스닥시장상장법인,211,기초 의약물질 및 생물학적 제제 제조업,12,2019-12-31,사업보고서,KRW,entity00357430_udf_BS_2019327142047192_CurrentLiabilities,환불부채,134688740.0
39752,[112610],씨에스윈드,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00670340_udf_BS_2018812163443314_CurrentAssets,당기손익-공정가치측정금융자산,
39763,[112610],씨에스윈드,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00670340_udf_BS_2018812164551199_NoncurrentAssets,무형자산,22157068000.0
39770,[112610],씨에스윈드,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00670340_udf_BS_2018812165025134_CurrentLiabilities,당기손익-공정가치측정금융부채,394160100.0
39785,[112610],씨에스윈드,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00670340_udf_BS_2020328211923547_NoncurrentLiabilities,기타금융부채,69427840.0
39792,[112610],씨에스윈드,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00670340_udf_BS_201881216545985_EquityAttributableToOwnersOfParent,기타불입자본,137718580000.0
39845,[225330],씨엠에스에듀,코스닥시장상장법인,855,일반 교습 학원,12,2019-12-31,사업보고서,KRW,entity00914040_udf_BS_202032311284879_CurrentAssets,매도가능금융자산,0.0
39852,[225330],씨엠에스에듀,코스닥시장상장법인,855,일반 교습 학원,12,2019-12-31,사업보고서,KRW,entity00914040_udf_BS_202032311306430_NoncurrentAssets,당기손익인식금융자산,0.0
39855,[225330],씨엠에스에듀,코스닥시장상장법인,855,일반 교습 학원,12,2019-12-31,사업보고서,KRW,entity00914040_udf_BS_2020323113128289_NoncurrentAssets,매도가능금융자산,0.0
39874,[225330],씨엠에스에듀,코스닥시장상장법인,855,일반 교습 학원,12,2019-12-31,사업보고서,KRW,entity00914040_udf_BS_2018813201418500_NoncurrentLiabilities,장기종업원급여채무,330158460.0
39882,[225330],씨엠에스에듀,코스닥시장상장법인,855,일반 교습 학원,12,2019-12-31,사업보고서,KRW,entity00914040_udf_BS_2018813201621305_EquityAttributableToOwnersOfParent,기타불입자본,21828796000.0
39941,[096530],씨젠,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2019-12-31,사업보고서,KRW,entity00788773_udf_BS_2020323111945789_CurrentAssets,당기손익인식금융자산,
39968,[096530],씨젠,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2019-12-31,사업보고서,KRW,entity00788773_udf_BS_2019321164725706_CurrentLiabilities,환불부채,2478220800.0
39978,[096530],씨젠,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2019-12-31,사업보고서,KRW,entity00788773_udf_BS_202032311136418_NoncurrentLiabilities,복구충당부채,645386240.0
39983,[096530],씨젠,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2019-12-31,사업보고서,KRW,entity00788773_udf_BS_2019322102021425_EquityAttributableToOwnersOfParent,기타불입자본,69785100000.0
39991,[900120],씨케이에이치,코스닥시장상장법인,649,기타 금융업,6,2019-06-30,사업보고서,CNY,entity00800084_udf_BS_2019102423135363_NoncurrentAssets,무형자산,849184.0
39993,[900120],씨케이에이치,코스닥시장상장법인,649,기타 금융업,6,2019-06-30,사업보고서,CNY,entity00800084_udf_BS_2017101992353317_NoncurrentAssets,선급토지임차료,534569150.0
40007,[900120],씨케이에이치,코스닥시장상장법인,649,기타 금융업,6,2019-06-30,사업보고서,CNY,entity00800084_udf_BS_2017101992735272_CurrentLiabilities,주주임원종업원차입금,8937110.0
40027,[060590],씨티씨바이오,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00362292_udf_BS_201886171047620_CurrentAssets,환불자산,142366740.0
40030,[060590],씨티씨바이오,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00362292_udf_BS_202022715201315_CurrentAssets,매각예정비유동자산,4948562000.0
40054,[060590],씨티씨바이오,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00362292_udf_BS_2020227152339118_CurrentLiabilities,유동성리스부채,739288260.0
40059,[060590],씨티씨바이오,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00362292_udf_BS_2020227152631495_NoncurrentLiabilities,비지배주주지분부채,5530635300.0
40079,[260930],씨티케이코스메틱스,코스닥시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity01144028_udf_BS_20195137532638_CurrentAssets,기타수취채권,6856101000.0
40090,[260930],씨티케이코스메틱스,코스닥시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity01144028_udf_BS_2018112710132822_NoncurrentAssets,관계기업투자자산,10888524000.0
40136,[013990],아가방컴퍼니,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00138446_udf_BS_201932015420150_NoncurrentAssets,당기손익공정가치측정금융자산,0.0
40137,[013990],아가방컴퍼니,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00138446_udf_BS_2019320154252470_NoncurrentAssets,기타포괄손익공정가치측정금융자산,800203000.0
40236,[008700],아남전자,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,USD,entity00138516_udf_BS_2020319164359883_CurrentLiabilities,유동성장기부채,2475968.0
40324,[090430],아모레퍼시픽,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00583424_udf_BS_201832116521875_NoncurrentAssets,순확정급여자산,106098704000.0
40341,[090430],아모레퍼시픽,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00583424_udf_BS_2018813183550261_NoncurrentLiabilities,순확정급여부채,3424822500.0
40384,[002790],아모레퍼시픽그룹,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00154462_udf_BS_201832116521875_NoncurrentAssets,순확정급여자산,129043970000.0
40611,[149950],아바텍,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00442048_udf_BS_202035173719345_CurrentAssets,당기손익-공정가치측정금융자산,10000000000.0
40618,[149950],아바텍,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00442048_udf_BS_202035182051856_NoncurrentAssets,매도가능증권,
40619,[149950],아바텍,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00442048_udf_BS_20203518125230_NoncurrentAssets,당기손익-공정가치측정금융자산,31018506000.0
40620,[149950],아바텍,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00442048_udf_BS_20203518127155_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,4533300000.0
40632,[149950],아바텍,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00442048_udf_BS_20203518626129_NoncurrentLiabilities,기타장기종업원급여채무,202293010.0
40664,[036010],아비코전자,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00138598_udf_BS_2018111321302753_NoncurrentAssets,매각예정비유동자산,155681460.0
